RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,56.0,192.0,12.0,76.0,16.0,2.0,1.0,91.0,2.0,2.0,3.0,18.0,0.0,12.0,-8.0,0.0,0.0,4.0,-8.0,2.0,2.0,0.0,20.0
Good,86.0,202.0,7.0,98.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,1.0,15.0,0.0,1.0,1.0,4.0,-8.0,1.0,1.0,0.0,40.0
Good,65.0,144.0,7.0,68.0,31.0,6.0,4.0,92.0,4.0,3.0,2.0,35.0,1.0,39.0,-7.0,2.0,2.0,59.0,70.0,7.0,4.0,4.0,83.0
Good,70.0,206.0,5.0,83.0,40.0,0.0,0.0,96.0,38.0,6.0,6.0,40.0,2.0,38.0,-7.0,0.0,0.0,2.0,60.0,4.0,3.0,0.0,38.0
Bad,65.0,142.0,2.0,54.0,11.0,2.0,1.0,80.0,6.0,4.0,4.0,12.0,3.0,10.0,0.0,6.0,6.0,75.0,-8.0,6.0,-8.0,1.0,83.0
Good,82.0,241.0,25.0,109.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,0.0,12.0,-7.0,0.0,0.0,36.0,-8.0,4.0,1.0,1.0,72.0
Bad,63.0,123.0,2.0,59.0,21.0,0.0,0.0,76.0,10.0,4.0,6.0,21.0,6.0,17.0,0.0,4.0,4.0,0.0,-8.0,3.0,1.0,0.0,40.0
Good,91.0,431.0,16.0,136.0,4.0,0.0,0.0,100.0,-7.0,7.0,8.0,4.0,0.0,0.0,-7.0,0.0,0.0,1.0,-8.0,1.0,-8.0,0.0,100.0
Good,87.0,158.0,9.0,65.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,33.0,-8.0,0.0,0.0,1.0,-8.0,2.0,-8.0,0.0,36.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,81.0,194.0,27.0,104.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,19.0,0.0,1.0,1.0,11.0,-8.0,2.0,1.0,0.0,54.0
Bad,67.0,199.0,3.0,54.0,16.0,3.0,2.0,81.0,4.0,3.0,5.0,18.0,4.0,29.0,0.0,2.0,0.0,97.0,-8.0,2.0,1.0,1.0,100.0
Bad,72.0,156.0,2.0,53.0,36.0,1.0,1.0,96.0,7.0,0.0,2.0,44.0,3.0,20.0,0.0,1.0,1.0,11.0,74.0,6.0,4.0,0.0,25.0
Bad,82.0,173.0,4.0,51.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,2.0,63.0,0.0,1.0,1.0,11.0,73.0,1.0,3.0,0.0,100.0
Good,68.0,199.0,2.0,109.0,14.0,1.0,1.0,84.0,3.0,6.0,4.0,15.0,2.0,52.0,0.0,0.0,0.0,39.0,81.0,5.0,3.0,1.0,64.0
Bad,80.0,140.0,2.0,69.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,3.0,26.0,0.0,3.0,3.0,9.0,-8.0,6.0,1.0,0.0,46.0
Bad,84.0,166.0,21.0,83.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,0.0,9.0,0.0,1.0,1.0,23.0,-8.0,2.0,1.0,0.0,46.0
Bad,62.0,146.0,15.0,52.0,22.0,1.0,1.0,65.0,8.0,0.0,2.0,23.0,0.0,31.0,-7.0,1.0,1.0,69.0,85.0,12.0,3.0,1.0,88.0
Good,78.0,179.0,4.0,93.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,2.0,25.0,0.0,0.0,0.0,45.0,-8.0,4.0,1.0,1.0,75.0
Good,84.0,-8.0,31.0,123.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,0.0,45.0,0.0,0.0,0.0,45.0,-8.0,6.0,1.0,0.0,73.0
Good,76.0,206.0,15.0,93.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,0.0,50.0,1.0,1.0,1.0,31.0,54.0,1.0,2.0,1.0,85.0
Bad,62.0,476.0,1.0,74.0,9.0,0.0,0.0,75.0,-8.0,6.0,6.0,9.0,4.0,20.0,6.0,1.0,1.0,26.0,-8.0,2.0,1.0,-8.0,100.0
Bad,90.0,-8.0,18.0,106.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,0.0,13.0,0.0,0.0,0.0,1.0,-8.0,0.0,1.0,0.0,0.0
Bad,64.0,193.0,8.0,100.0,28.0,0.0,0.0,97.0,-8.0,6.0,6.0,29.0,1.0,48.0,0.0,0.0,0.0,37.0,56.0,6.0,2.0,1.0,71.0
Good,81.0,168.0,10.0,91.0,14.0,0.0,0.0,95.0,21.0,6.0,6.0,14.0,1.0,29.0,-8.0,0.0,0.0,1.0,-8.0,2.0,-8.0,0.0,29.0
Good,63.0,52.0,5.0,35.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,1.0,14.0,0.0,0.0,0.0,69.0,68.0,6.0,1.0,3.0,88.0
Bad,60.0,154.0,2.0,97.0,20.0,2.0,1.0,92.0,4.0,4.0,5.0,25.0,1.0,63.0,-7.0,1.0,1.0,20.0,69.0,2.0,3.0,0.0,50.0
Good,80.0,233.0,9.0,102.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,1.0,46.0,0.0,1.0,1.0,50.0,-8.0,6.0,2.0,1.0,86.0
Bad,73.0,184.0,2.0,86.0,29.0,0.0,0.0,90.0,4.0,4.0,6.0,30.0,1.0,46.0,0.0,1.0,1.0,13.0,-8.0,2.0,2.0,0.0,56.0
Good,72.0,447.0,7.0,99.0,24.0,0.0,0.0,89.0,4.0,4.0,6.0,25.0,1.0,14.0,0.0,1.0,1.0,6.0,-8.0,3.0,-8.0,1.0,67.0
Bad,61.0,166.0,5.0,74.0,13.0,6.0,5.0,70.0,4.0,4.0,2.0,18.0,2.0,28.0,0.0,0.0,0.0,51.0,-8.0,4.0,2.0,1.0,77.0
Good,86.0,151.0,9.0,65.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,39.0,1.0,33.0,0.0,0.0,0.0,14.0,50.0,7.0,5.0,0.0,82.0
Good,71.0,169.0,13.0,110.0,38.0,0.0,0.0,100.0,-7.0,7.0,8.0,38.0,0.0,50.0,-7.0,0.0,0.0,31.0,-8.0,3.0,1.0,1.0,100.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,64.0,210.0,9.0,88.0,10.0,1.0,1.0,90.0,20.0,6.0,2.0,11.0,1.0,50.0,-7.0,0.0,0.0,70.0,-8.0,3.0,1.0,1.0,100.0
Bad,69.0,143.0,19.0,65.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,0.0,27.0,4.0,1.0,1.0,65.0,79.0,4.0,3.0,0.0,80.0
Good,85.0,175.0,5.0,87.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,15.0,0.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,30.0
Bad,59.0,496.0,2.0,95.0,4.0,0.0,0.0,100.0,-7.0,7.0,8.0,4.0,1.0,28.0,0.0,0.0,0.0,15.0,-8.0,4.0,1.0,1.0,80.0
Good,68.0,169.0,1.0,66.0,13.0,2.0,1.0,75.0,8.0,4.0,6.0,14.0,2.0,31.0,0.0,1.0,1.0,1.0,-8.0,2.0,1.0,0.0,25.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,83.0,180.0,3.0,74.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,4.0,50.0,0.0,0.0,0.0,4.0,75.0,3.0,4.0,0.0,43.0
Bad,72.0,155.0,4.0,80.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,3.0,22.0,0.0,0.0,0.0,55.0,50.0,3.0,2.0,2.0,58.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,77.0,133.0,2.0,54.0,15.0,0.0,0.0,87.0,20.0,6.0,6.0,17.0,4.0,86.0,0.0,0.0,0.0,-8.0,66.0,1.0,4.0,0.0,100.0
Good,63.0,199.0,9.0,64.0,32.0,1.0,1.0,95.0,10.0,4.0,2.0,32.0,1.0,26.0,0.0,0.0,0.0,68.0,54.0,6.0,3.0,2.0,88.0
Bad,69.0,151.0,6.0,51.0,11.0,0.0,0.0,94.0,19.0,6.0,6.0,14.0,3.0,44.0,0.0,2.0,2.0,15.0,92.0,4.0,3.0,0.0,78.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,73.0,158.0,7.0,70.0,18.0,1.0,1.0,100.0,-7.0,6.0,8.0,19.0,1.0,33.0,-7.0,0.0,0.0,7.0,-8.0,2.0,1.0,0.0,50.0
Good,80.0,133.0,6.0,80.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,3.0,13.0,0.0,1.0,1.0,26.0,65.0,1.0,2.0,1.0,44.0
Good,75.0,255.0,15.0,109.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,0.0,14.0,0.0,0.0,0.0,7.0,-8.0,2.0,1.0,1.0,62.0
Good,88.0,196.0,23.0,70.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,0.0,50.0,1.0,1.0,1.0,1.0,-8.0,2.0,1.0,0.0,80.0
Bad,67.0,125.0,1.0,57.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,1.0,36.0,0.0,3.0,3.0,94.0,53.0,2.0,3.0,-8.0,100.0
Good,67.0,123.0,5.0,58.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,2.0,40.0,0.0,0.0,0.0,34.0,-8.0,3.0,2.0,0.0,71.0
Bad,56.0,178.0,12.0,74.0,25.0,2.0,1.0,94.0,5.0,4.0,4.0,26.0,0.0,55.0,0.0,0.0,0.0,70.0,82.0,4.0,5.0,3.0,91.0
Bad,84.0,265.0,10.0,91.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,1.0,26.0,0.0,2.0,1.0,3.0,48.0,2.0,2.0,0.0,31.0
Good,84.0,199.0,13.0,81.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,0.0,30.0,0.0,0.0,0.0,1.0,88.0,2.0,3.0,0.0,64.0
Good,86.0,203.0,7.0,85.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,3.0,38.0,-8.0,0.0,0.0,5.0,63.0,2.0,3.0,0.0,64.0
Good,89.0,207.0,17.0,84.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,0.0,14.0,-7.0,0.0,0.0,8.0,-8.0,6.0,-8.0,0.0,75.0
Bad,72.0,233.0,1.0,67.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,3.0,59.0,0.0,0.0,0.0,77.0,87.0,5.0,3.0,3.0,67.0
Bad,57.0,126.0,17.0,70.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,0.0,29.0,0.0,0.0,0.0,78.0,-8.0,2.0,-8.0,2.0,90.0
Good,88.0,176.0,10.0,90.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,0.0,16.0,0.0,0.0,0.0,0.0,-8.0,0.0,1.0,0.0,60.0
Good,82.0,67.0,27.0,46.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,0.0
Good,77.0,-8.0,6.0,74.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,43.0,-7.0,0.0,0.0,6.0,-8.0,3.0,3.0,0.0,80.0
Good,91.0,191.0,12.0,93.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,0.0,11.0,-8.0,0.0,0.0,3.0,-8.0,2.0,-8.0,0.0,50.0
Good,85.0,168.0,11.0,77.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,1.0,13.0,0.0,0.0,0.0,33.0,-8.0,3.0,1.0,0.0,75.0
Bad,73.0,-8.0,5.0,84.0,10.0,1.0,1.0,100.0,-7.0,6.0,8.0,0.0,1.0,36.0,-7.0,1.0,1.0,17.0,33.0,1.0,2.0,-8.0,75.0
Good,80.0,177.0,7.0,71.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,10.0,25.0,0.0,0.0,18.0,-8.0,6.0,1.0,0.0,54.0
Good,70.0,-8.0,13.0,93.0,21.0,0.0,0.0,97.0,-8.0,6.0,6.0,22.0,0.0,42.0,1.0,1.0,1.0,36.0,69.0,1.0,2.0,1.0,75.0
Good,91.0,172.0,20.0,94.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,0.0,33.0,18.0,0.0,0.0,4.0,-8.0,1.0,1.0,0.0,100.0
Bad,65.0,186.0,14.0,94.0,28.0,2.0,0.0,89.0,20.0,6.0,5.0,34.0,0.0,21.0,7.0,0.0,0.0,41.0,97.0,5.0,2.0,2.0,56.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,84.0,179.0,2.0,84.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,3.0,33.0,1.0,1.0,1.0,50.0,-8.0,2.0,2.0,1.0,100.0
Bad,81.0,204.0,7.0,89.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,2.0,36.0,2.0,1.0,1.0,29.0,82.0,3.0,3.0,0.0,69.0
Bad,63.0,125.0,2.0,61.0,41.0,1.0,0.0,95.0,42.0,6.0,5.0,48.0,4.0,51.0,1.0,1.0,1.0,76.0,71.0,9.0,4.0,2.0,83.0
Bad,68.0,214.0,1.0,91.0,34.0,4.0,4.0,89.0,20.0,6.0,4.0,37.0,1.0,29.0,4.0,1.0,1.0,10.0,76.0,4.0,3.0,0.0,60.0
Good,83.0,198.0,1.0,91.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,39.0,2.0,29.0,0.0,1.0,1.0,4.0,-8.0,3.0,2.0,0.0,50.0
Good,65.0,152.0,3.0,73.0,31.0,1.0,0.0,94.0,52.0,6.0,5.0,33.0,2.0,17.0,0.0,8.0,8.0,49.0,73.0,11.0,9.0,2.0,93.0
Bad,65.0,207.0,15.0,92.0,16.0,1.0,0.0,95.0,40.0,6.0,5.0,20.0,0.0,19.0,0.0,0.0,0.0,70.0,78.0,5.0,2.0,3.0,83.0
Bad,67.0,164.0,8.0,65.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,5.0,53.0,0.0,2.0,2.0,92.0,68.0,7.0,3.0,2.0,100.0
Bad,77.0,204.0,7.0,85.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,1.0,60.0,0.0,0.0,0.0,79.0,-8.0,1.0,2.0,0.0,95.0
Good,90.0,150.0,23.0,77.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,0.0,17.0,0.0,0.0,0.0,1.0,-8.0,2.0,1.0,0.0,50.0
Good,85.0,179.0,6.0,62.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,33.0,-7.0,0.0,0.0,43.0,-8.0,4.0,2.0,0.0,69.0
Good,79.0,176.0,4.0,58.0,15.0,1.0,1.0,80.0,2.0,4.0,2.0,14.0,3.0,40.0,0.0,0.0,0.0,2.0,-8.0,2.0,-8.0,0.0,67.0
Bad,63.0,184.0,4.0,60.0,30.0,0.0,0.0,97.0,26.0,6.0,6.0,35.0,3.0,37.0,0.0,1.0,1.0,60.0,92.0,7.0,6.0,3.0,67.0
Bad,85.0,172.0,8.0,66.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,1.0,67.0,0.0,2.0,2.0,1.0,-8.0,1.0,-8.0,0.0,100.0
Bad,86.0,-8.0,5.0,50.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,1.0,1.0,40.0,0.0,1.0,1.0,8.0,96.0,2.0,2.0,0.0,100.0
Bad,85.0,187.0,4.0,68.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,1.0,16.0,0.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,36.0
Bad,89.0,176.0,13.0,85.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,0.0,8.0,0.0,0.0,0.0,2.0,-8.0,3.0,1.0,0.0,23.0
Good,85.0,216.0,13.0,99.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,0.0,7.0,-8.0,0.0,0.0,22.0,-8.0,4.0,1.0,1.0,67.0
Good,86.0,185.0,31.0,85.0,44.0,0.0,0.0,100.0,-7.0,7.0,8.0,45.0,0.0,27.0,-7.0,2.0,2.0,7.0,-8.0,5.0,1.0,0.0,52.0
Good,90.0,164.0,7.0,78.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,1.0,0.0,7.0,0.0,0.0,1.0,-8.0,1.0,-8.0,0.0,100.0
Good,72.0,-8.0,9.0,94.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,2.0,20.0,-8.0,0.0,0.0,96.0,-8.0,3.0,1.0,1.0,100.0
Bad,58.0,175.0,20.0,84.0,10.0,1.0,1.0,71.0,10.0,0.0,3.0,14.0,0.0,56.0,-7.0,1.0,1.0,1.0,74.0,1.0,3.0,0.0,57.0
Good,66.0,164.0,3.0,53.0,53.0,0.0,0.0,100.0,-7.0,7.0,8.0,54.0,4.0,53.0,-7.0,0.0,0.0,26.0,56.0,11.0,6.0,0.0,77.0
Good,74.0,164.0,3.0,65.0,10.0,0.0,0.0,100.0,-7.0,6.0,8.0,10.0,1.0,64.0,0.0,1.0,1.0,24.0,97.0,3.0,3.0,0.0,73.0
Good,72.0,174.0,1.0,88.0,35.0,1.0,1.0,97.0,3.0,0.0,2.0,36.0,2.0,16.0,4.0,1.0,1.0,18.0,-8.0,4.0,1.0,0.0,50.0
Good,84.0,165.0,2.0,68.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,2.0,29.0,1.0,1.0,1.0,10.0,-8.0,1.0,1.0,0.0,70.0
Good,67.0,120.0,17.0,74.0,6.0,1.0,1.0,73.0,2.0,1.0,2.0,9.0,0.0,38.0,0.0,4.0,4.0,51.0,-8.0,2.0,1.0,1.0,63.0
Bad,50.0,165.0,3.0,64.0,17.0,0.0,0.0,87.0,22.0,6.0,6.0,17.0,3.0,25.0,0.0,0.0,0.0,43.0,-8.0,4.0,1.0,2.0,75.0
Good,90.0,6.0,16.0,10.0,3.0,0.0,0.0,100.0,-7.0,7.0,8.0,5.0,0.0,0.0,-7.0,1.0,1.0,3.0,-8.0,1.0,-8.0,0.0,20.0
Bad,64.0,162.0,5.0,81.0,19.0,1.0,1.0,88.0,11.0,4.0,2.0,20.0,2.0,46.0,0.0,0.0,0.0,25.0,88.0,3.0,2.0,1.0,60.0
Good,88.0,6.0,19.0,98.0,2.0,0.0,0.0,100.0,-7.0,7.0,8.0,3.0,0.0,14.0,7.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,57.0
Good,90.0,161.0,16.0,140.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,40.0
Good,81.0,198.0,1.0,59.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,5.0,50.0,5.0,1.0,1.0,0.0,100.0,1.0,3.0,0.0,60.0
Good,83.0,186.0,9.0,91.0,27.0,0.0,0.0,96.0,-8.0,6.0,6.0,27.0,2.0,34.0,0.0,1.0,1.0,32.0,78.0,6.0,3.0,0.0,71.0
Good,59.0,125.0,2.0,48.0,23.0,1.0,0.0,89.0,38.0,6.0,5.0,23.0,3.0,31.0,0.0,1.0,1.0,75.0,-8.0,5.0,1.0,0.0,100.0
Good,77.0,169.0,2.0,57.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,8.0,31.0,0.0,2.0,2.0,8.0,-8.0,4.0,1.0,0.0,75.0
Good,60.0,224.0,5.0,100.0,21.0,1.0,1.0,88.0,2.0,1.0,4.0,24.0,1.0,20.0,0.0,1.0,1.0,1.0,-8.0,5.0,1.0,0.0,75.0
Good,79.0,197.0,3.0,81.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,1.0,0.0,0.0,1.0,1.0,6.0,-8.0,4.0,-8.0,0.0,60.0
Good,78.0,255.0,14.0,80.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,0.0,29.0,-8.0,0.0,0.0,42.0,-8.0,11.0,-8.0,1.0,55.0
Bad,80.0,206.0,14.0,84.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,0.0,33.0,-7.0,0.0,0.0,62.0,-8.0,2.0,2.0,1.0,85.0
Bad,86.0,172.0,13.0,66.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,0.0,44.0,-7.0,2.0,1.0,0.0,-8.0,0.0,1.0,0.0,40.0
Bad,68.0,199.0,12.0,92.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,40.0,0.0,0.0,0.0,43.0,-8.0,4.0,1.0,1.0,83.0
Bad,72.0,143.0,15.0,72.0,14.0,1.0,1.0,89.0,-8.0,6.0,8.0,16.0,0.0,14.0,0.0,5.0,5.0,46.0,-8.0,4.0,1.0,1.0,80.0
Bad,60.0,151.0,3.0,65.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,3.0,39.0,-8.0,0.0,0.0,71.0,82.0,11.0,6.0,4.0,89.0
Good,84.0,191.0,3.0,91.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,2.0,19.0,0.0,2.0,2.0,0.0,-8.0,1.0,-8.0,0.0,17.0
Bad,63.0,197.0,4.0,89.0,34.0,0.0,0.0,95.0,14.0,6.0,6.0,35.0,4.0,21.0,0.0,3.0,3.0,5.0,73.0,4.0,2.0,0.0,86.0
Good,68.0,196.0,9.0,73.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,1.0,29.0,0.0,0.0,0.0,8.0,-8.0,6.0,2.0,1.0,50.0
Good,71.0,197.0,19.0,67.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,0.0,44.0,2.0,0.0,0.0,62.0,80.0,5.0,3.0,1.0,83.0
Good,81.0,-8.0,19.0,67.0,8.0,1.0,1.0,100.0,-7.0,7.0,8.0,0.0,0.0,20.0,-8.0,0.0,0.0,15.0,-8.0,2.0,1.0,0.0,33.0
Good,70.0,158.0,15.0,62.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,40.0,-7.0,0.0,0.0,0.0,-8.0,0.0,-8.0,-8.0,67.0
Good,59.0,164.0,2.0,72.0,26.0,0.0,0.0,85.0,4.0,4.0,6.0,28.0,1.0,33.0,-7.0,0.0,0.0,12.0,86.0,5.0,2.0,1.0,60.0
Good,84.0,162.0,6.0,81.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,1.0,27.0,7.0,0.0,0.0,12.0,-8.0,4.0,2.0,0.0,71.0
Bad,71.0,115.0,7.0,43.0,13.0,0.0,0.0,90.0,0.0,4.0,6.0,13.0,2.0,40.0,0.0,2.0,2.0,23.0,92.0,2.0,2.0,0.0,56.0
Bad,65.0,143.0,6.0,55.0,15.0,1.0,1.0,50.0,4.0,4.0,2.0,21.0,2.0,35.0,0.0,1.0,1.0,84.0,72.0,8.0,6.0,3.0,90.0
Good,84.0,154.0,15.0,73.0,4.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,0.0,80.0,4.0,1.0,1.0,47.0,88.0,2.0,2.0,0.0,80.0
Bad,84.0,184.0,2.0,99.0,36.0,0.0,0.0,100.0,-7.0,7.0,8.0,37.0,4.0,25.0,6.0,0.0,0.0,21.0,-8.0,5.0,2.0,0.0,64.0
Good,60.0,225.0,2.0,97.0,34.0,0.0,0.0,97.0,1.0,4.0,6.0,34.0,1.0,25.0,1.0,1.0,1.0,78.0,87.0,5.0,3.0,2.0,78.0
Bad,77.0,91.0,1.0,47.0,11.0,0.0,0.0,97.0,-7.0,6.0,7.0,11.0,1.0,47.0,-7.0,0.0,0.0,12.0,96.0,1.0,2.0,1.0,64.0
Bad,57.0,-8.0,9.0,81.0,25.0,0.0,0.0,89.0,2.0,4.0,6.0,28.0,2.0,18.0,0.0,2.0,2.0,21.0,-8.0,2.0,1.0,0.0,50.0
Good,77.0,212.0,2.0,84.0,20.0,1.0,1.0,100.0,-7.0,6.0,8.0,26.0,2.0,40.0,-7.0,2.0,2.0,11.0,-8.0,3.0,2.0,0.0,55.0
Good,90.0,-8.0,17.0,114.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,0.0,0.0,33.0,14.0,0.0,0.0,1.0,-8.0,3.0,1.0,0.0,100.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,70.0,208.0,10.0,80.0,13.0,0.0,0.0,92.0,3.0,1.0,6.0,14.0,1.0,22.0,-8.0,0.0,0.0,1.0,-8.0,1.0,-8.0,0.0,33.0
Bad,59.0,165.0,2.0,63.0,14.0,0.0,0.0,97.0,11.0,4.0,6.0,14.0,3.0,41.0,0.0,0.0,0.0,87.0,-8.0,4.0,1.0,2.0,100.0
Bad,62.0,-8.0,2.0,102.0,17.0,0.0,0.0,94.0,1.0,4.0,6.0,17.0,1.0,52.0,0.0,1.0,1.0,59.0,82.0,5.0,3.0,1.0,73.0
Good,57.0,121.0,10.0,63.0,9.0,0.0,0.0,91.0,18.0,6.0,6.0,9.0,1.0,18.0,0.0,0.0,0.0,48.0,-8.0,9.0,1.0,4.0,50.0
